model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
starcoder2-3b,rlens,frozen_pool,same_label_safe,0,last_token,clean_heldout,196,72,0.431310773533783,0.013888888888888888,-0.013521092310304433,0.023570946678881658,2.9156694352597405,0
starcoder2-3b,rlens,frozen_pool,main,3,sink_arg,clean_heldout,196,72,0.1475319980537444,0.013888888888888888,0.008164292808567139,0.14812085856415186,5.451868054446591,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,3,sink_arg,clean_heldout,196,72,0.24253851190358708,0.013888888888888888,-0.012433393573663172,0.04035072907745467,8.678557185499459,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,3,sink_arg,clean_heldout,196,72,0.23083740212725537,0.013888888888888888,-0.012909969256615507,0.03403270134499301,8.80394053658735,0
starcoder2-3b,rlens,frozen_pool,main,3,last_token,clean_heldout,196,72,0.17066543763839948,0.013888888888888888,-0.0012786832895737932,0.11237421897147079,0.5662868496978717,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,3,last_token,clean_heldout,196,72,0.35665747706736767,0.013888888888888888,-0.012982769716334316,0.03296111980219679,3.2642857592162073,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,3,last_token,clean_heldout,196,72,0.3510709890731561,0.013888888888888888,-0.013268013333909189,0.02837522718764844,3.285295950787599,0
starcoder2-3b,rlens,frozen_pool,main,7,sink_arg,clean_heldout,196,72,0.15733867196681692,0.013888888888888888,0.03577078741554722,0.22172699387434427,4.671615756258165,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,7,sink_arg,clean_heldout,196,72,0.2374780475643381,0.013888888888888888,-0.01296681621488548,0.0331989057598981,8.78049589891465,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,7,sink_arg,clean_heldout,196,72,0.24047340860718652,0.013888888888888888,-0.013166332775605399,0.030090228418508395,8.609584180079443,0
starcoder2-3b,rlens,frozen_pool,main,7,last_token,clean_heldout,196,72,0.16872216372247634,0.013888888888888888,0.022944563619504844,0.19108840366091917,0.45533883739514625,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,7,last_token,clean_heldout,196,72,0.28566521068171824,0.013888888888888888,-0.01340432585344009,0.02589853717601988,3.455894801806937,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,7,last_token,clean_heldout,196,72,0.2841694082945219,0.013888888888888888,-0.01324832124123069,0.0287153636463472,3.48179129707242,0
starcoder2-3b,rlens,frozen_pool,main,11,sink_arg,clean_heldout,196,72,0.16740437010739775,0.013888888888888888,0.1065127549596965,0.34485112734294593,4.509318275991288,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,11,sink_arg,clean_heldout,196,72,0.22686949428905598,0.013888888888888888,-0.012851386048894084,0.034871110003785524,7.195687009305617,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,11,sink_arg,clean_heldout,196,72,0.20043932530115194,0.013888888888888888,-0.013290687994022839,0.027978452131451496,7.077958687962029,0
starcoder2-3b,rlens,frozen_pool,main,11,last_token,clean_heldout,196,72,0.171758224837914,0.013888888888888888,0.11694990216437987,0.35946416630387684,0.650056751069955,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,11,last_token,clean_heldout,196,72,0.303274402997607,0.013888888888888888,-0.013498993353580178,0.02402876513906687,3.5946444097457055,0
starcoder2-3b,rlens,frozen_pool,same_label_safe,11,last_token,clean_heldout,196,72,0.3054223571690366,0.013888888888888888,-0.01331872296044821,0.02747995982129956,3.6449543916233216,0
starcoder2-3b,rlens,frozen_pool,main,15,sink_arg,clean_heldout,196,72,0.25666843062676653,0.013888888888888888,0.18166476404843676,0.43935239980502055,5.188696081381745,0
starcoder2-3b,rlens,frozen_pool,same_label_unsafe,15,sink_arg,clean_heldout,196,72,0.24219391687676556,0.013888888888888888,-0.01297540314252365,0.03307113059603928,6.972098344504359,0
